sweep,filename,rpot_ohm,n_maxima,rpot_source,nominal_rpot_ohm,n_branches,n_slopes,unresolved_pct,cluster_pct,mean_T_us,median_T_us,mean_vs_median_pct,mean_ln_abs_fprime,lambda_map_per_s,lambda_map_err_per_s,lambda_map_err_stat,lambda_map_err_width,map_r2_within_branch,lambda_rosenstein_per_s,lambda_rosenstein_err_per_s,rosenstein_fit_r2,rosenstein_status,status,u_r_block_ohm,dt_s,u_lambda_timebase_per_s,lambda_timebase_25ppm_component_per_s,lambda_error_status
forward,trace304.csv,492.64,1260,divider sidecar (R0=992 ohm),,2,1255,2.2,0.3,396.6505,344.0,13.27,1.01433,2557.23,196.51,93.35,171.59,0.9234,1665.79,65.38,0.9982,ok,ok,0.2856158368732,1.000000000001e-06,,0.02404360762283467,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace305.csv,492.7,1254,divider sidecar (R0=992 ohm),,2,1251,0.6,0.2,398.9489,344.0,13.77,1.08567,2721.31,130.73,97.67,84.02,0.9225,1596.28,12.51,0.9979,ok,ok,0.3072921255400769,1.000000000001e-06,,0.023040317192550397,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace306.csv,492.93,1190,divider sidecar (R0=992 ohm),,2,1173,0.3,1.3,420.1892,338.0,19.56,1.41901,3377.07,116.72,107.08,36.75,0.8904,1483.36,95.26,0.9978,ok,ok,0.2895995859018857,1.000000000001e-06,,0.021410457382628083,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace307.csv,491.58,1268,divider sidecar (R0=992 ohm),,2,1266,2.2,0.1,394.2281,359.0,8.94,0.9281,2354.22,277.27,94.43,260.13,0.9369,1781.31,52.54,0.9987,ok,ok,0.2809894862016924,1.000000000001e-06,,0.02571099520025431,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace308.csv,489.62,1137,divider sidecar (R0=992 ohm),,0,0,,,439.9252,438.0,0.44,,,,,,,385.47,6.06,0.9388,ok,map spans only 5 quantisation steps of 36 mV (under --min-steps),0.2981728407856462,1.000000000001e-06,,0.005563780206613127,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace309.csv,490.62,1271,divider sidecar (R0=992 ohm),,2,1270,0.8,0.0,393.3173,356.0,9.49,0.93366,2373.8,395.98,89.95,385.23,0.9356,1751.18,24.97,0.9985,ok,ok,0.2781781091185037,1.000000000001e-06,,0.025276106109987227,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace310.csv,489.98,1285,divider sidecar (R0=992 ohm),,2,1284,1.5,0.0,389.2547,354.0,9.06,0.81991,2106.35,461.76,94.61,451.7,0.9473,1664.97,16.0,0.9983,ok,ok,0.26260717853404003,1.000000000001e-06,,0.02403177194231628,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace311.csv,488.07,1273,divider sidecar (R0=992 ohm),,2,1270,1.7,0.2,392.8168,347.505,11.54,0.86317,2197.37,361.79,90.61,349.85,0.942,1686.41,68.52,0.9981,ok,ok,0.27522824912481736,1.000000000001e-06,,0.024341231686601923,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace312.csv,486.76,1285,divider sidecar (R0=992 ohm),,2,1282,2.9,0.2,389.0592,340.0,12.61,0.78246,2011.15,439.43,88.13,430.23,0.9567,1556.31,43.92,0.9978,ok,ok,0.30530932278808415,1.000000000001e-06,,0.022463399936062663,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace313.csv,484.37,1284,divider sidecar (R0=992 ohm),,2,1277,0.9,0.5,389.2681,341.0,12.4,0.82622,2122.5,386.38,94.5,374.3,0.9437,1625.18,50.56,0.9978,ok,ok,0.30978960790611537,1.000000000001e-06,,0.023457452762039904,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace314.csv,481.54,1286,divider sidecar (R0=992 ohm),,2,1285,2.1,0.0,388.7821,342.0,12.03,0.83077,2136.86,374.46,98.85,360.81,0.9284,1705.25,24.8,0.998,ok,ok,0.2914461782329335,1.000000000001e-06,,0.024613163663390236,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace315.csv,478.28,1298,divider sidecar (R0=992 ohm),,2,1279,1.4,1.4,385.202,341.0,11.48,0.80558,2091.32,310.49,95.02,295.2,0.9423,1514.49,58.79,0.9974,ok,ok,0.2815317255035321,1.000000000001e-06,,0.021859780229624908,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace316.csv,476.35,1277,divider sidecar (R0=992 ohm),,2,1264,2.8,0.9,391.2806,340.0,13.11,0.82741,2114.62,272.43,106.82,250.09,0.9236,1664.87,17.78,0.9981,ok,ok,0.34005451751279114,1.000000000001e-06,,0.024030328566643305,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace317.csv,473.55,1273,divider sidecar (R0=992 ohm),,2,1260,3.5,0.9,392.3915,340.0,13.35,0.7479,1905.99,228.07,115.65,195.99,0.929,1650.59,43.06,0.9985,ok,ok,0.2720992941765509,1.000000000001e-06,,0.023824214520542612,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace318.csv,471.72,1271,divider sidecar (R0=992 ohm),,2,1257,0.9,1.0,393.4717,347.0,11.81,0.85287,2167.54,172.87,104.93,136.33,0.9429,1645.17,26.7,0.9987,ok,ok,0.3087217079442312,1.000000000001e-06,,0.02374598355906742,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace319.csv,470.31,1276,divider sidecar (R0=992 ohm),,2,1273,2.4,0.2,391.6863,349.0,10.9,0.81079,2069.99,191.56,103.85,160.24,0.94,1602.33,36.79,0.9985,ok,ok,0.30698462919868735,1.000000000001e-06,,0.023127641420765326,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace320.csv,468.43,1263,divider sidecar (R0=992 ohm),,2,1261,1.5,0.1,395.561,360.0,8.99,0.94577,2390.96,176.18,105.73,139.87,0.9369,1750.98,49.96,0.999,ok,ok,0.28420588072112024,1.000000000001e-06,,0.025273219358641276,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace321.csv,467.22,1264,divider sidecar (R0=992 ohm),,2,1259,1.1,0.3,395.4964,354.0,10.49,0.84861,2145.69,191.62,103.46,160.5,0.9544,1647.61,24.92,0.9989,ok,ok,0.2532236457054745,1.000000000001e-06,,0.023781201925487983,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace322.csv,465.08,1269,divider sidecar (R0=992 ohm),,2,1258,1.0,0.8,394.0844,355.0,9.92,0.87887,2230.16,236.97,103.16,212.7,0.9498,1636.65,14.75,0.9989,ok,ok,0.3162275428871175,1.000000000001e-06,,0.023623007951730026,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace323.csv,463.91,1259,divider sidecar (R0=992 ohm),,2,1251,1.4,0.6,397.2989,359.0,9.64,0.87823,2210.5,289.96,97.48,272.61,0.9568,1589.35,23.4,0.9992,ok,ok,0.2948167647373474,1.000000000001e-06,,0.022940291258413292,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace324.csv,463.85,1320,divider sidecar (R0=992 ohm),,3,1099,1.7,16.7,378.7847,356.0,6.02,-0.75063,-1981.68,530.16,117.53,516.86,0.9998,550.09,5.42,0.985,ok,ok,0.2785530585187849,1.000000000001e-06,,0.007939865239463034,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace325.csv,461.25,1271,divider sidecar (R0=992 ohm),,2,1266,1.1,0.3,393.3071,362.01,7.96,0.72138,1834.13,485.8,104.41,474.29,0.9703,1354.22,29.45,0.9983,ok,ok,0.30988141219019394,1.000000000001e-06,,0.01954648203854938,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace326.csv,459.21,1274,divider sidecar (R0=992 ohm),,2,1272,0.5,0.1,392.5436,364.01,7.27,0.83608,2129.91,482.37,93.64,472.97,0.961,1511.21,74.2,0.9978,ok,ok,0.3168823697650959,1.000000000001e-06,,0.021812437507551363,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace327.csv,457.83,1251,divider sidecar (R0=992 ohm),,2,1248,2.4,0.2,399.5208,372.0,6.89,0.81646,2043.59,673.31,101.88,665.41,0.9566,1618.61,27.9,0.9984,ok,ok,0.28879763654906543,1.000000000001e-06,,0.023362622980325504,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace328.csv,456.59,1235,divider sidecar (R0=992 ohm),,2,1233,0.9,0.1,404.4263,376.005,7.03,0.93026,2300.2,542.52,89.68,534.81,0.9495,1724.17,31.66,0.9986,ok,ok,0.31618924638183493,1.000000000001e-06,,0.02488625034071693,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace329.csv,455.63,1252,divider sidecar (R0=992 ohm),,2,1242,0.6,0.7,399.0448,379.0,5.02,0.72398,1814.28,630.44,87.44,624.23,0.9674,1442.27,92.69,0.9982,ok,ok,0.3020863709146426,1.000000000001e-06,,0.02081737431860304,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace330.csv,466.88,1312,divider sidecar (R0=992 ohm),,2,1270,4.2,3.1,381.0511,358.0,6.05,-0.49725,-1304.95,916.17,139.03,905.53,0.9993,856.63,120.34,0.9905,ok,ok,0.20025565681402452,1.000000000001e-06,,0.01236438902739773,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace331.csv,465.98,1262,divider sidecar (R0=992 ohm),,2,1249,1.3,1.0,396.1586,365.0,7.87,0.53885,1360.2,334.51,109.47,315.94,0.9739,1577.45,30.34,0.9983,ok,ok,0.23055911970255277,1.000000000001e-06,,0.022768529553329385,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace332.csv,464.55,1268,divider sidecar (R0=992 ohm),,2,1262,4.1,0.4,394.5075,367.0,6.97,0.48007,1216.88,651.31,110.61,641.79,0.9752,1592.52,39.62,0.9977,ok,ok,0.2240792960154531,1.000000000001e-06,,0.02298604626724657,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace333.csv,459.09,1249,divider sidecar (R0=992 ohm),,2,1244,1.8,0.3,400.0641,374.495,6.39,0.73112,1827.5,507.81,91.13,499.4,0.9684,1754.48,43.91,0.9987,ok,ok,0.2373322934856995,1.000000000001e-06,,0.02532373750719537,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace334.csv,460.66,1258,divider sidecar (R0=992 ohm),,2,1255,4.5,0.2,397.1623,375.0,5.58,0.5315,1338.24,714.5,102.82,707.01,0.9713,1615.96,25.79,0.9985,ok,ok,0.21902923739661173,1.000000000001e-06,,0.023324373524991695,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace335.csv,458.79,1253,divider sidecar (R0=992 ohm),,2,1246,0.6,0.5,398.6014,380.0,4.67,0.63677,1597.51,512.49,91.51,504.13,0.9754,1627.04,28.3,0.9982,ok,ok,0.21331695144531168,1.000000000001e-06,,0.023484299549557223,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace336.csv,457.06,1237,divider sidecar (R0=992 ohm),,2,1232,3.3,0.3,404.0833,388.0,3.98,0.65257,1614.95,642.27,101.03,634.18,0.9694,1742.84,35.45,0.9985,ok,ok,0.21529990309016062,1.000000000001e-06,,0.025155728578861183,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace337.csv,456.59,1215,divider sidecar (R0=992 ohm),,2,1211,2.8,0.2,411.4967,398.0,3.28,0.72036,1750.59,593.41,109.42,583.1,0.964,1836.8,66.79,0.9985,ok,ok,0.2750871555303813,1.000000000001e-06,,0.026511924361187617,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace338.csv,455.02,1212,divider sidecar (R0=992 ohm),,2,1210,2.1,0.1,412.1214,400.0,2.94,0.84201,2043.11,465.73,97.95,455.08,0.9586,1869.72,39.33,0.9985,ok,ok,0.25906941261735106,1.000000000001e-06,,0.02698708363273068,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace339.csv,454.39,1193,divider sidecar (R0=992 ohm),,2,1192,0.9,0.0,418.8876,402.0,4.03,1.03201,2463.69,366.48,96.44,353.09,0.9414,1974.48,14.89,0.9986,ok,ok,0.26130866108301437,1.000000000001e-06,,0.02849916398773831,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace340.csv,452.66,1179,divider sidecar (R0=992 ohm),,2,1178,6.0,0.0,424.1129,409.0,3.56,0.9021,2127.03,690.13,114.65,680.35,0.9497,1984.46,14.11,0.9981,ok,ok,0.24066272491136256,1.000000000001e-06,,0.028643212879901122,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace341.csv,449.6,1179,divider sidecar (R0=992 ohm),,2,1177,2.2,0.1,424.0458,414.005,2.37,0.92543,2182.38,511.38,101.84,500.88,0.9623,1988.66,41.21,0.999,ok,ok,0.2644681388385456,1.000000000001e-06,,0.028703834658166033,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace342.csv,450.2,1170,divider sidecar (R0=992 ohm),,2,1169,1.5,0.0,427.4611,420.0,1.75,1.00963,2361.92,428.94,108.66,414.57,0.9521,1976.85,26.78,0.9985,ok,ok,0.2630386298531154,1.000000000001e-06,,0.028533371991187793,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace343.csv,448.44,1158,divider sidecar (R0=992 ohm),,2,1157,1.5,0.0,431.0882,419.99,2.57,1.06764,2476.62,426.43,105.46,412.73,0.9454,2053.86,37.0,0.9986,ok,ok,0.27251502648428133,1.000000000001e-06,,0.029644915596945123,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace344.csv,448.86,1164,divider sidecar (R0=992 ohm),,2,1163,3.1,0.0,429.2175,421.0,1.91,0.98692,2299.35,611.67,108.82,601.72,0.9521,1774.07,115.06,0.9963,ok,ok,0.3039628177999837,1.000000000001e-06,,0.025606494801530988,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace345.csv,446.5,1182,divider sidecar (R0=992 ohm),,2,1176,5.4,0.4,423.1948,404.0,4.54,0.71273,1684.16,684.82,113.13,675.29,0.9675,1827.06,27.34,0.9988,ok,ok,0.24978594673237597,1.000000000001e-06,,0.026371339570639942,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace346.csv,445.5,1173,divider sidecar (R0=992 ohm),,2,1171,2.0,0.1,426.1843,408.505,4.15,0.91147,2138.67,499.53,109.65,487.06,0.9571,1907.99,18.27,0.9989,ok,ok,0.28094256519146704,1.000000000001e-06,,0.027539463502777854,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace347.csv,443.7,1180,divider sidecar (R0=992 ohm),,2,1177,2.3,0.2,423.5997,393.0,7.22,0.97395,2299.21,477.26,101.54,465.96,0.9582,1935.87,37.06,0.9988,ok,ok,0.2654488063723644,1.000000000001e-06,,0.027941876640403023,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace348.csv,442.72,1177,divider sidecar (R0=992 ohm),,2,1166,1.1,0.9,424.9481,396.995,6.58,0.92713,2181.76,516.26,99.05,506.36,0.9554,1870.74,49.12,0.9985,ok,ok,0.2890306381056047,1.000000000001e-06,,0.027001806064595017,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace349.csv,442.39,1189,divider sidecar (R0=992 ohm),,2,1181,2.0,0.6,420.6625,385.0,8.48,0.96063,2283.62,437.37,98.98,425.64,0.9549,1865.62,20.16,0.999,ok,ok,0.23075244651637475,1.000000000001e-06,,0.026927905230138743,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace350.csv,440.15,1173,divider sidecar (R0=992 ohm),,3,1162,2.5,0.9,425.9676,409.005,3.98,0.98024,2301.21,535.85,119.62,522.01,0.9544,1942.23,14.16,0.9991,ok,ok,0.24633682648983832,1.000000000001e-06,,0.028033675333204174,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace351.csv,438.94,1187,divider sidecar (R0=992 ohm),,3,1174,4.8,1.0,421.2352,386.005,8.36,0.70781,1680.32,567.28,116.76,554.97,0.9508,1803.83,26.09,0.9983,ok,ok,0.25230619876172017,1.000000000001e-06,,0.026036043401808064,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace352.csv,437.57,1169,divider sidecar (R0=992 ohm),,2,1153,4.8,1.3,427.72,392.0,8.35,0.70628,1651.26,552.75,107.87,541.95,0.9637,1793.53,84.49,0.9992,ok,ok,0.32420375331325957,1.000000000001e-06,,0.02588737570749174,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace353.csv,435.71,1178,divider sidecar (R0=992 ohm),,2,1169,4.0,0.7,424.3857,380.995,10.22,0.74428,1753.77,418.57,109.37,403.74,0.9641,1767.19,18.58,0.9989,ok,ok,0.30776756207060463,1.000000000001e-06,,0.02550719055523037,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace354.csv,433.52,1172,divider sidecar (R0=992 ohm),,2,1156,1.0,1.3,426.3706,376.0,11.81,0.79385,1861.88,249.36,110.78,222.82,0.9703,1698.19,43.02,0.999,ok,ok,0.2753678045140778,1.000000000001e-06,,0.02451126134087827,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace355.csv,432.75,1219,divider sidecar (R0=992 ohm),,2,1193,3.4,2.1,410.1445,367.5,10.4,0.5045,1230.06,599.8,104.82,590.49,0.9816,1412.3,57.55,0.9959,ok,ok,0.23774529617222795,1.000000000001e-06,,0.02038479462941271,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace356.csv,432.28,1205,divider sidecar (R0=992 ohm),,2,1175,0.9,2.4,414.7924,379.495,8.51,0.65794,1586.2,604.08,99.52,595.69,0.9771,1510.56,34.64,0.9973,ok,ok,0.33962378220146866,1.000000000001e-06,,0.021803055565677028,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace357.csv,429.5,1147,divider sidecar (R0=992 ohm),,2,1136,1.8,0.9,435.8316,404.005,7.3,0.90098,2067.26,404.29,119.84,385.67,0.945,1784.56,33.56,0.9985,ok,ok,0.29906433416132056,1.000000000001e-06,,0.025757904909625966,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace358.csv,427.39,1115,divider sidecar (R0=992 ohm),,2,1102,0.8,1.1,448.2424,441.5,1.5,0.92616,2066.19,241.45,112.71,212.72,0.9611,1752.6,25.24,0.9986,ok,ok,0.2539744818521946,1.000000000001e-06,,0.025296602044543454,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace359.csv,423.41,1089,divider sidecar (R0=992 ohm),,2,1069,2.1,1.7,459.1268,455.995,0.68,1.00668,2192.6,290.82,107.77,269.29,0.957,1721.59,42.54,0.9986,ok,ok,0.2635368101304643,1.000000000001e-06,,0.0248490112483542,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace360.csv,420.85,1059,divider sidecar (R0=992 ohm),,2,1046,1.1,1.1,472.2221,463.0,1.95,1.17734,2493.19,176.0,116.18,129.85,0.9262,1765.54,31.47,0.998,ok,ok,0.2649609499618586,1.000000000001e-06,,0.0254833748566263,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace361.csv,418.8,1109,divider sidecar (R0=992 ohm),,2,1100,0.5,0.7,450.5316,456.0,-1.21,0.79523,1765.09,235.22,103.39,210.8,0.9829,1410.88,44.87,0.9972,ok,ok,0.2655018111342438,1.000000000001e-06,,0.020364298694856484,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace362.csv,415.6,1157,divider sidecar (R0=992 ohm),,1,0,,75.0,432.1211,422.005,2.34,,,,,,0.3631,-24.17,5.48,0.0046,ok,only 25 % of points lie on a branch wide enough to fit,0.22232300341887307,1.000000000001e-06,,0.00034886390015783145,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace363.csv,412.78,1070,divider sidecar (R0=992 ohm),,2,1063,2.1,0.6,467.1225,470.0,-0.62,0.78287,1675.94,320.06,107.45,301.11,0.9751,1407.5,90.21,0.9865,ok,ok,0.25763183951507573,1.000000000001e-06,,0.02031551259710996,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace364.csv,408.98,1077,divider sidecar (R0=992 ohm),,2,1067,1.1,0.8,463.8699,472.0,-1.75,0.85459,1842.31,373.24,90.91,361.63,0.979,1396.64,47.96,0.9884,ok,ok,0.24298834598273902,1.000000000001e-06,,0.020158761999024975,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace365.csv,405.89,1039,divider sidecar (R0=992 ohm),,2,1034,1.8,0.4,481.3391,469.0,2.56,1.03489,2150.02,360.54,94.88,347.17,0.9628,1688.76,16.8,0.9946,ok,ok,0.30053272841330203,1.000000000001e-06,,0.024375151014916812,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace366.csv,400.89,978,divider sidecar (R0=992 ohm),,2,971,1.0,0.6,510.9273,490.0,4.1,1.27745,2500.26,399.41,93.02,387.59,0.938,1760.22,25.55,0.994,ok,ok,0.32797412437288803,1.000000000001e-06,,0.02540658727082408,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace367.csv,399.99,974,divider sidecar (R0=992 ohm),,2,969,1.4,0.4,513.3751,495.0,3.58,1.09378,2130.57,433.62,103.11,420.77,0.9494,1728.95,36.82,0.9933,ok,ok,0.2458010897301028,1.000000000001e-06,,0.024955243697885092,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace368.csv,397.48,974,divider sidecar (R0=992 ohm),,2,968,0.9,0.5,512.7657,499.0,2.68,0.9971,1944.55,421.2,100.61,408.71,0.9561,1685.02,34.05,0.9932,ok,ok,0.26343434871326105,1.000000000001e-06,,0.024321168764747582,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace369.csv,394.47,930,divider sidecar (R0=992 ohm),,2,924,2.7,0.5,537.0947,506.0,5.79,1.13635,2115.73,348.87,103.66,332.52,0.951,1709.29,14.9,0.9921,ok,ok,0.3330770408175551,1.000000000001e-06,,0.024671476040578386,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace370.csv,391.43,883,divider sidecar (R0=992 ohm),,2,878,2.2,0.5,566.78,518.0,8.61,1.35069,2383.09,158.24,105.33,115.2,0.8567,1664.22,54.19,0.9862,ok,ok,0.2805589153453805,1.000000000001e-06,,0.024020946624768977,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace371.csv,387.98,870,divider sidecar (R0=992 ohm),,2,858,0.7,1.3,574.5466,525.0,8.62,1.10827,1928.95,165.3,109.64,121.72,0.9032,1200.77,45.84,0.9763,ok,ok,0.3683202236136059,1.000000000001e-06,,0.017331622068370675,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace372.csv,386.84,777,divider sidecar (R0=992 ohm),,2,728,9.2,6.2,642.9188,537.0,16.47,0.39789,618.88,232.74,156.85,171.79,0.9307,915.38,64.06,0.9378,ok,ok,0.31283801948357104,1.000000000001e-06,,0.013212372235269993,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace373.csv,386.4,755,divider sidecar (R0=992 ohm),,3,0,,1.2,662.2255,543.0,18.0,,,,,,0.1617,775.35,6.12,0.9893,ok,return map is not a curve within its branches (local fit R2 = 0.16),0.36177962839462624,1.000000000001e-06,,0.01119121328040441,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace374.csv,384.95,792,divider sidecar (R0=992 ohm),,2,777,0.0,1.8,631.6372,541.0,14.35,0.88425,1399.94,125.9,120.54,32.67,0.9077,1206.98,59.64,0.9667,ok,ok,0.42682931305495453,1.000000000001e-06,,0.017421255697662365,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace375.csv,383.03,825,divider sidecar (R0=992 ohm),,2,814,0.5,1.2,605.8362,538.0,11.2,1.32223,2182.48,110.62,107.95,5.75,0.8841,1568.99,36.24,0.9896,ok,ok,0.33022014104582953,1.000000000001e-06,,0.022646419971395777,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace376.csv,380.79,781,divider sidecar (R0=992 ohm),,2,763,1.4,2.2,639.5526,578.0,9.62,1.11549,1744.18,138.07,112.95,77.2,0.9051,1465.92,22.42,0.9886,ok,ok,0.2652314402461602,1.000000000001e-06,,0.02115873266526141,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace377.csv,378.01,844,divider sidecar (R0=992 ohm),,2,828,1.0,1.8,592.5409,614.0,-3.62,1.68462,2843.04,127.46,92.12,84.29,0.9556,1066.89,86.65,0.9887,ok,ok,0.3859336152421515,1.000000000001e-06,,0.015399230717392999,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace378.csv,377.6,861,divider sidecar (R0=992 ohm),,0,0,,100.0,580.7756,613.0,-5.55,,,,,,,976.2,11.4,0.998,ok,"map is clusters, not a curve (no branch spans 0.10 V with 10 points)",0.3459708335678956,1.000000000001e-06,,0.01409023331957282,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace379.csv,375.79,804,divider sidecar (R0=992 ohm),,2,788,1.1,1.9,621.3998,576.0,7.31,1.13873,1832.52,123.53,103.6,64.32,0.8895,1557.98,16.42,0.99,ok,ok,0.31866013057784764,1.000000000001e-06,,0.022487504309801332,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace380.csv,374.1,832,divider sidecar (R0=992 ohm),,2,823,1.0,1.0,600.9242,562.01,6.48,1.21156,2016.16,131.87,106.05,75.34,0.8842,1599.18,9.29,0.9911,ok,ok,0.31045842282727665,1.000000000001e-06,,0.023082175087066645,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace381.csv,373.37,828,divider sidecar (R0=992 ohm),,2,810,0.5,2.1,603.1717,560.0,7.16,1.0659,1767.15,157.76,115.37,106.01,0.9103,1559.53,32.03,0.993,ok,ok,0.33994187533507086,1.000000000001e-06,,0.02250987663273243,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace382.csv,371.68,819,divider sidecar (R0=992 ohm),,2,809,2.5,1.1,610.2335,556.5,8.81,0.98099,1607.56,184.62,104.84,151.02,0.9235,1481.95,4.01,0.9909,ok,ok,0.3435424962802976,1.000000000001e-06,,0.02139010578563915,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace383.csv,370.14,805,divider sidecar (R0=992 ohm),,2,798,3.5,0.7,621.051,567.5,8.62,1.00115,1612.03,182.64,112.66,142.79,0.9037,1502.4,27.53,0.992,ok,ok,0.361441073789683,1.000000000001e-06,,0.021685276110762347,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace384.csv,369.29,821,divider sidecar (R0=992 ohm),,2,811,1.8,1.1,609.5817,561.0,7.97,1.18924,1950.9,156.01,110.05,108.78,0.8889,1554.0,26.45,0.9926,ok,ok,0.3956171224744205,1.000000000001e-06,,0.022430057958016964,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
forward,trace385.csv,367.02,781,divider sidecar (R0=992 ohm),,2,772,1.0,1.0,639.8564,585.5,8.5,1.1819,1847.13,193.63,96.85,166.59,0.9204,1562.35,7.31,0.9925,ok,ok,0.3839840060449287,1.000000000001e-06,,0.022550579826710295,Original fit uncertainty only; clock aging and estimator systematic uncertainty unresolved
