filename,rpot_ohm,n_maxima,f0_hz,period_samples,sg_window,m_min,m_max,signal_range,clip_pct,status
trace354.csv,433.52,1172,2548.7,393,19,-1.0589,1.4389,3.233,0.01,ok
trace355.csv,432.75,1219,2671.0,375,19,-1.0544,1.437,3.2256,0.0,ok
trace356.csv,432.28,1205,2649.8,378,19,-1.0475,1.4328,3.2175,0.09,ok
trace357.csv,429.5,1147,2510.3,399,19,-1.0411,1.4166,3.1853,0.01,ok
trace358.csv,427.39,1115,2297.3,436,21,-1.0374,1.4056,3.1652,0.14,ok
trace359.csv,423.41,1089,2211.1,453,23,-1.0326,1.392,3.1354,0.09,ok
trace360.csv,420.85,1059,2177.4,460,23,-1.022,1.3772,3.1098,0.01,ok
trace361.csv,418.8,1109,2211.1,453,23,-1.0162,1.3673,3.0865,0.09,ok
trace362.csv,415.6,1157,2362.3,424,21,-1.0035,1.3507,3.0542,0.02,ok
trace363.csv,412.78,1070,2149.4,466,23,-0.9943,1.3383,3.027,0.06,ok
trace364.csv,408.98,1077,2158.7,464,23,-0.9731,1.3241,2.9912,0.16,ok
trace365.csv,405.89,1039,2108.7,475,23,-0.9634,1.3075,2.9614,0.01,ok
trace366.csv,400.89,978,2052.5,488,25,-0.9284,1.2871,2.9169,0.01,ok
trace367.csv,399.99,974,2040.0,491,25,-0.918,1.2813,2.9036,0.1,ok
trace368.csv,397.48,974,2015.3,497,25,-0.9025,1.2648,2.8746,0.02,ok
trace369.csv,394.47,930,1979.5,506,25,-0.8822,1.257,2.8554,0.08,ok
trace370.csv,391.43,883,1948.7,514,25,-0.8602,1.2396,2.8243,0.0,ok
trace371.csv,387.98,870,1918.8,522,27,-0.8367,1.2253,2.797,0.04,ok
trace372.csv,386.84,777,1875.7,534,27,-0.8187,1.2147,2.7792,0.01,ok
trace373.csv,386.4,755,1854.9,540,27,-0.8136,1.2122,2.7735,0.0,ok
trace374.csv,384.95,792,1865.2,537,27,-0.8026,1.21,2.7652,0.04,ok
trace375.csv,383.03,825,1837.8,545,27,-0.7894,1.1977,2.742,0.02,ok
trace376.csv,380.79,781,1686.2,594,29,-0.7673,1.1894,2.7253,0.0,ok
trace377.csv,378.01,844,1642.0,610,31,-0.7297,1.1702,2.688,0.01,ok
trace378.csv,377.6,861,1647.4,608,31,-0.7371,1.1735,2.6566,0.27,ok
trace379.csv,375.79,804,1715.1,584,29,-0.7158,1.1653,2.677,0.2,ok
trace380.csv,374.1,832,1772.8,565,29,-0.7012,1.1584,2.6642,0.05,ok
trace381.csv,373.37,828,1729.9,579,29,-0.6851,1.1495,2.6487,0.02,ok
trace382.csv,371.68,819,1782.3,562,29,-0.6732,1.1443,2.6359,0.0,ok
trace383.csv,370.14,805,1729.9,579,29,-0.6519,1.136,2.6208,0.11,ok
trace384.csv,369.29,821,1775.9,564,29,-0.6341,1.1316,2.6073,0.02,ok
trace385.csv,367.02,781,1706.3,587,29,-0.6111,1.1231,2.595,0.0,ok
trace386.csv,364.02,868,1831.1,547,27,-0.569,1.1141,2.5684,0.22,ok
trace387.csv,362.79,751,1639.3,611,31,-0.5434,1.1041,2.5558,0.0,ok
trace388.csv,360.78,747,1636.6,612,31,-0.5052,1.0939,2.5417,0.18,ok
trace389.csv,358.93,751,1605.2,624,31,-0.4923,1.0823,2.515,0.03,ok
trace390.csv,357.12,752,1634.0,613,31,-0.4746,1.0753,2.5011,0.06,ok
trace391.csv,354.34,785,1497.2,669,33,-0.4217,1.057,2.4675,0.07,ok
trace392.csv,352.7,787,1589.9,630,31,-0.3861,1.0401,2.4446,0.11,ok
trace393.csv,350.07,796,1745.0,574,29,-0.3382,1.0381,2.4317,0.29,ok
trace394.csv,348.69,786,1584.8,632,31,-0.2511,1.0371,2.421,0.04,ok
trace395.csv,347.07,780,1475.1,679,33,-0.2668,1.0348,2.4145,0.01,ok
trace396.csv,345.6,772,1545.7,648,33,-0.2735,1.0331,2.4096,0.0,ok
trace397.csv,343.06,703,1582.3,633,31,-0.0841,0.9993,2.3478,0.05,ok
trace398.csv,340.38,694,1589.9,630,31,-0.0801,0.989,2.3277,0.01,ok
trace399.csv,338.6,728,1587.4,631,31,-0.0739,0.9674,2.2893,0.04,ok
trace400.csv,334.08,694,1464.4,684,35,-0.0733,0.6442,1.9577,0.03,ok
trace401.csv,331.51,687,1383.5,724,37,-0.0702,0.6058,1.9068,0.1,ok
trace402.csv,327.83,701,1342.7,746,37,-0.0657,0.5816,1.8697,0.0,ok
trace403.csv,327.91,758,1524.5,657,33,0.1569,0.2155,1.4765,1.02,ok
trace404.csv,317.72,727,1462.2,685,35,0.24,0.2663,1.4968,0.33,ok
trace405.csv,314.71,705,1422.8,704,35,0.3411,0.3738,1.5952,0.26,ok
trace406.csv,314.04,1407,2845.5,352,17,6.4181,6.4703,13.688,0.56,ok
trace407.csv,290.39,1410,2837.5,353,17,6.4198,6.4778,13.7037,0.99,ok
trace408.csv,274.35,1411,2837.5,353,17,6.4213,6.4897,13.7243,1.53,ok
trace409.csv,249.45,1413,2837.5,353,17,6.4253,6.5019,13.7455,1.35,ok
trace410.csv,220.33,1415,2837.5,353,17,6.4362,6.5054,13.7594,0.0,ok
trace411.csv,190.97,1418,2845.5,352,17,6.4494,6.5144,13.7799,0.01,ok
trace412.csv,172.17,1419,2861.8,350,17,6.4614,6.5156,13.7814,0.01,ok
trace413.csv,148.92,1420,2878.2,348,17,6.4644,6.5201,13.7858,0.04,ok
trace414.csv,121.48,1422,2903.3,345,17,6.4768,6.5261,13.8023,0.09,ok
trace415.csv,91.89,1424,2911.7,344,17,6.4865,6.5331,13.8142,0.21,ok
trace416.csv,62.13,1426,2886.5,347,17,6.494,6.5485,13.8339,0.48,ok
trace417.csv,37.41,1427,2886.5,347,17,6.4955,6.5497,13.8426,0.53,ok
trace418.csv,3.66,1429,2870.0,349,17,6.5002,6.5679,13.864,1.23,ok
