rpot_ohm,initial_v1_V,max_v
308.0,1,6.917084351893077
308.0,1,6.917077721652752
308.0,1,6.917086337924045
308.0,1,6.917070069388198
308.0,1,6.91707994872631
308.0,1,6.917087265943391
308.0,1,6.917081548763625
308.0,1,6.917081656711135
308.0,1,6.917078889992414
308.0,1,6.917095088969608
308.0,1,6.917076881995419
308.0,1,6.917087215441578
308.0,1,6.917077468994987
308.0,1,6.917091503966491
308.0,1,6.917065857496114
308.0,1,6.9170810741693485
308.0,1,6.917081728851663
308.0,1,6.917084112053766
308.0,1,6.917076246905326
308.0,1,6.917079593750753
308.0,1,6.91709097685162
308.0,1,6.917079591498233
308.0,1,6.917085345362261
308.0,1,6.9170790535232145
308.0,1,6.917096021887069
308.0,1,6.9170731361025455
308.0,1,6.917085151297169
308.0,1,6.917077243691944
308.0,1,6.9170872738906075
308.0,1,6.917068050418227
308.0,1,6.917079913419271
309.0,1,6.916565809912387
309.0,1,6.916581283802053
